ts_ns,event,side,price,qty
1714000014250000000,trade,S,99.98,50
1714000014300000000,clear,,,
1714000014300000000,level,B,99.98,290
1714000014300000000,level,S,100.00,330
1714000014300000000,level,B,99.97,220
1714000014300000000,level,S,100.01,330
1714000014300000000,level,B,99.96,90
1714000014300000000,level,S,100.02,290
1714000014300000000,level,B,99.95,10
1714000014300000000,level,S,100.03,340
1714000014300000000,level,B,99.94,190
1714000014300000000,level,S,100.04,120
1714000014350000000,trade,B,100.00,100
1714000014400000000,clear,,,
1714000014400000000,level,B,99.97,340
1714000014400000000,level,S,99.99,150
1714000014400000000,level,B,99.96,120
1714000014400000000,level,S,100.00,130
1714000014400000000,level,B,99.95,390
1714000014400000000,level,S,100.01,60
1714000014400000000,level,B,99.94,60
1714000014400000000,level,S,100.02,390
1714000014400000000,level,B,99.93,320
1714000014400000000,level,S,100.03,180
1714000014450000000,clear,,,
1714000014450000000,level,B,99.96,400
1714000014450000000,level,S,99.98,130
1714000014450000000,level,B,99.95,380
1714000014450000000,level,S,99.99,200
1714000014450000000,level,B,99.94,130
1714000014450000000,level,S,100.00,10
1714000014450000000,level,B,99.93,50
1714000014450000000,level,S,100.01,340
1714000014450000000,level,B,99.92,270
1714000014450000000,level,S,100.02,40
1714000014500000000,trade,S,99.96,80
1714000014550000000,clear,,,
1714000014550000000,level,B,99.97,310
1714000014550000000,level,S,99.99,90
1714000014550000000,level,B,99.96,180
1714000014550000000,level,S,100.00,160
1714000014550000000,level,B,99.95,120
1714000014550000000,level,S,100.01,370
1714000014550000000,level,B,99.94,240
1714000014550000000,level,S,100.02,30
1714000014550000000,level,B,99.93,110
1714000014550000000,level,S,100.03,240
1714000014600000000,trade,B,99.99,90
1714000014650000000,clear,,,
1714000014650000000,level,B,99.98,160
1714000014650000000,level,S,100.00,210
1714000014650000000,level,B,99.97,250
1714000014650000000,level,S,100.01,370
1714000014650000000,level,B,99.96,40
1714000014650000000,level,S,100.02,190
1714000014650000000,level,B,99.95,70
1714000014650000000,level,S,100.03,320
1714000014650000000,level,B,99.94,290
1714000014650000000,level,S,100.04,330
1714000014700000000,clear,,,
1714000014700000000,level,B,99.97,20
1714000014700000000,level,S,99.99,160
1714000014700000000,level,B,99.96,60
1714000014700000000,level,S,100.00,150
1714000014700000000,level,B,99.95,400
1714000014700000000,level,S,100.01,120
1714000014700000000,level,B,99.94,110
1714000014700000000,level,S,100.02,70
1714000014700000000,level,B,99.93,200
1714000014700000000,level,S,100.03,170
1714000014750000000,trade,B,100.00,40
1714000014800000000,clear,,,
1714000014800000000,level,B,99.98,340
1714000014800000000,level,S,100.00,160
1714000014800000000,level,B,99.97,290
1714000014800000000,level,S,100.01,70
1714000014800000000,level,B,99.96,230
1714000014800000000,level,S,100.02,70
1714000014800000000,level,B,99.95,120
1714000014800000000,level,S,100.03,30
1714000014800000000,level,B,99.94,180
1714000014800000000,level,S,100.04,80
1714000014850000000,trade,S,99.97,30
1714000014900000000,trade,B,100.00,100
1714000014950000000,trade,S,99.97,70
1714000015000000000,trade,B,100.00,60
1714000015050000000,trade,B,100.00,100
1714000015100000000,trade,S,99.98,10
1714000015150000000,trade,B,100.00,40
1714000015200000000,trade,B,100.00,20
1714000015250000000,trade,B,100.01,30
1714000015300000000,trade,S,99.98,10
1714000015350000000,trade,B,100.01,50
1714000015400000000,trade,S,99.98,10
1714000015450000000,trade,S,99.96,40
1714000015500000000,trade,S,99.97,30
1714000015550000000,clear,,,
1714000015550000000,level,B,99.99,60
1714000015550000000,level,S,100.01,300
1714000015550000000,level,B,99.98,380
1714000015550000000,level,S,100.02,350
1714000015550000000,level,B,99.97,100
1714000015550000000,level,S,100.03,290
1714000015550000000,level,B,99.96,80
1714000015550000000,level,S,100.04,330
1714000015550000000,level,B,99.95,90
1714000015550000000,level,S,100.05,190
1714000015600000000,trade,S,99.99,90
1714000015650000000,clear,,,
1714000015650000000,level,B,100.00,400
1714000015650000000,level,S,100.02,370
1714000015650000000,level,B,99.99,150
1714000015650000000,level,S,100.03,250
1714000015650000000,level,B,99.98,130
1714000015650000000,level,S,100.04,360
1714000015650000000,level,B,99.97,240
1714000015650000000,level,S,100.05,300
1714000015650000000,level,B,99.96,360
1714000015650000000,level,S,100.06,200
1714000015700000000,trade,S,99.99,60
1714000015750000000,clear,,,
1714000015750000000,level,B,100.01,380
1714000015750000000,level,S,100.03,260
1714000015750000000,level,B,100.00,10
1714000015750000000,level,S,100.04,230
1714000015750000000,level,B,99.99,110
1714000015750000000,level,S,100.05,160
1714000015750000000,level,B,99.98,210
1714000015750000000,level,S,100.06,360
1714000015750000000,level,B,99.97,210
1714000015750000000,level,S,100.07,320
1714000015800000000,clear,,,
1714000015800000000,level,B,100.00,190
1714000015800000000,level,S,100.02,40
1714000015800000000,level,B,99.99,20
1714000015800000000,level,S,100.03,110
1714000015800000000,level,B,99.98,360
1714000015800000000,level,S,100.04,50
1714000015800000000,level,B,99.97,390
1714000015800000000,level,S,100.05,230
1714000015800000000,level,B,99.96,290
1714000015800000000,level,S,100.06,40
1714000015850000000,trade,S,100.00,90
1714000015900000000,clear,,,
1714000015900000000,level,B,99.99,270
1714000015900000000,level,S,100.01,220
1714000015900000000,level,B,99.98,230
1714000015900000000,level,S,100.02,90
1714000015900000000,level,B,99.97,130
1714000015900000000,level,S,100.03,400
1714000015900000000,level,B,99.96,400
1714000015900000000,level,S,100.04,180
1714000015900000000,level,B,99.95,340
1714000015900000000,level,S,100.05,70
1714000015950000000,trade,S,99.99,30
1714000016000000000,trade,B,100.02,100
1714000016050000000,clear,,,
1714000016050000000,level,B,100.00,370
1714000016050000000,level,S,100.02,100
1714000016050000000,level,B,99.99,270
1714000016050000000,level,S,100.03,180
1714000016050000000,level,B,99.98,400
1714000016050000000,level,S,100.04,390
1714000016050000000,level,B,99.97,80
1714000016050000000,level,S,100.05,250
1714000016050000000,level,B,99.96,290
1714000016050000000,level,S,100.06,300
1714000016100000000,clear,,,
1714000016100000000,level,B,100.01,190
1714000016100000000,level,S,100.03,230
1714000016100000000,level,B,100.00,260
1714000016100000000,level,S,100.04,340
1714000016100000000,level,B,99.99,360
1714000016100000000,level,S,100.05,390
1714000016100000000,level,B,99.98,250
1714000016100000000,level,S,100.06,210
1714000016100000000,level,B,99.97,10
1714000016100000000,level,S,100.07,320
1714000016150000000,trade,S,100.00,30
1714000016200000000,trade,S,100.01,60
1714000016250000000,trade,B,100.03,70
1714000016300000000,trade,B,100.04,80
1714000016350000000,clear,,,
1714000016350000000,level,B,100.02,350
1714000016350000000,level,S,100.04,400
1714000016350000000,level,B,100.01,280
1714000016350000000,level,S,100.05,340
1714000016350000000,level,B,100.00,340
1714000016350000000,level,S,100.06,280
1714000016350000000,level,B,99.99,250
1714000016350000000,level,S,100.07,300
1714000016350000000,level,B,99.98,230
1714000016350000000,level,S,100.08,30
1714000016400000000,trade,S,100.01,20
1714000016450000000,trade,B,100.04,90
1714000016500000000,trade,B,100.04,80
1714000016550000000,trade,S,100.02,20
1714000016600000000,clear,,,
1714000016600000000,level,B,100.03,240
1714000016600000000,level,S,100.05,50
1714000016600000000,level,B,100.02,200
1714000016600000000,level,S,100.06,330
1714000016600000000,level,B,100.01,120
1714000016600000000,level,S,100.07,80
1714000016600000000,level,B,100.00,190
1714000016600000000,level,S,100.08,220
1714000016600000000,level,B,99.99,330
1714000016600000000,level,S,100.09,270
1714000016650000000,trade,S,100.03,40
1714000016700000000,trade,B,100.05,60
1714000016750000000,trade,B,100.06,10
1714000016800000000,trade,B,100.05,20
1714000016850000000,trade,B,100.06,90
1714000016900000000,trade,B,100.05,20
1714000016950000000,clear,,,
1714000016950000000,level,B,100.02,20
1714000016950000000,level,S,100.04,70
1714000016950000000,level,B,100.01,50
1714000016950000000,level,S,100.05,110
1714000016950000000,level,B,100.00,340
1714000016950000000,level,S,100.06,320
1714000016950000000,level,B,99.99,300
1714000016950000000,level,S,100.07,400
1714000016950000000,level,B,99.98,280
1714000016950000000,level,S,100.08,40
1714000017000000000,trade,S,100.01,50
1714000017050000000,clear,,,
1714000017050000000,level,B,100.03,70
1714000017050000000,level,S,100.05,380
1714000017050000000,level,B,100.02,50
1714000017050000000,level,S,100.06,230
1714000017050000000,level,B,100.01,130
1714000017050000000,level,S,100.07,290
1714000017050000000,level,B,100.00,400
1714000017050000000,level,S,100.08,250
1714000017050000000,level,B,99.99,20
1714000017050000000,level,S,100.09,40
1714000017100000000,clear,,,
1714000017100000000,level,B,100.04,380
1714000017100000000,level,S,100.06,30
1714000017100000000,level,B,100.03,290
1714000017100000000,level,S,100.07,40
1714000017100000000,level,B,100.02,400
1714000017100000000,level,S,100.08,160
1714000017100000000,level,B,100.01,160
1714000017100000000,level,S,100.09,150
1714000017100000000,level,B,100.00,30
1714000017100000000,level,S,100.10,110
1714000017150000000,trade,B,100.06,80
1714000017200000000,trade,S,100.04,20
1714000017250000000,clear,,,
1714000017250000000,level,B,100.05,380
1714000017250000000,level,S,100.07,150
1714000017250000000,level,B,100.04,270
1714000017250000000,level,S,100.08,200
1714000017250000000,level,B,100.03,260
1714000017250000000,level,S,100.09,320
1714000017250000000,level,B,100.02,20
1714000017250000000,level,S,100.10,160
1714000017250000000,level,B,100.01,60
1714000017250000000,level,S,100.11,120
1714000017300000000,clear,,,
1714000017300000000,level,B,100.06,120
1714000017300000000,level,S,100.08,10
1714000017300000000,level,B,100.05,190
1714000017300000000,level,S,100.09,260
1714000017300000000,level,B,100.04,360
1714000017300000000,level,S,100.10,240
1714000017300000000,level,B,100.03,80
1714000017300000000,level,S,100.11,220
1714000017300000000,level,B,100.02,350
1714000017300000000,level,S,100.12,250
1714000017350000000,trade,B,100.08,60
1714000017400000000,trade,S,100.05,40
1714000017450000000,trade,S,100.06,30
1714000017500000000,clear,,,
1714000017500000000,level,B,100.05,60
1714000017500000000,level,S,100.07,130
1714000017500000000,level,B,100.04,180
1714000017500000000,level,S,100.08,350
1714000017500000000,level,B,100.03,90
1714000017500000000,level,S,100.09,360
1714000017500000000,level,B,100.02,290
1714000017500000000,level,S,100.10,300
1714000017500000000,level,B,100.01,160
1714000017500000000,level,S,100.11,110
1714000017550000000,trade,B,100.07,100
1714000017600000000,clear,,,
1714000017600000000,level,B,100.06,330
1714000017600000000,level,S,100.08,140
1714000017600000000,level,B,100.05,150
1714000017600000000,level,S,100.09,290
1714000017600000000,level,B,100.04,90
1714000017600000000,level,S,100.10,170
1714000017600000000,level,B,100.03,390
1714000017600000000,level,S,100.11,290
1714000017600000000,level,B,100.02,380
1714000017600000000,level,S,100.12,240
1714000017650000000,trade,S,100.06,20
1714000017700000000,trade,B,100.08,70
1714000017750000000,clear,,,
1714000017750000000,level,B,100.05,200
1714000017750000000,level,S,100.07,10
1714000017750000000,level,B,100.04,250
1714000017750000000,level,S,100.08,60
1714000017750000000,level,B,100.03,120
1714000017750000000,level,S,100.09,150
1714000017750000000,level,B,100.02,210
1714000017750000000,level,S,100.10,130
1714000017750000000,level,B,100.01,70
1714000017750000000,level,S,100.11,50
1714000017800000000,trade,S,100.05,40
1714000017850000000,clear,,,
1714000017850000000,level,B,100.06,60
1714000017850000000,level,S,100.08,150
1714000017850000000,level,B,100.05,190
1714000017850000000,level,S,100.09,90
1714000017850000000,level,B,100.04,260
1714000017850000000,level,S,100.10,190
1714000017850000000,level,B,100.03,230
1714000017850000000,level,S,100.11,260
1714000017850000000,level,B,100.02,300
1714000017850000000,level,S,100.12,90
1714000017900000000,trade,B,100.09,60
1714000017950000000,trade,B,100.08,40
1714000018000000000,trade,S,100.06,30
1714000018050000000,clear,,,
1714000018050000000,level,B,100.07,390
1714000018050000000,level,S,100.09,150
1714000018050000000,level,B,100.06,30
1714000018050000000,level,S,100.10,260
1714000018050000000,level,B,100.05,30
1714000018050000000,level,S,100.11,390
1714000018050000000,level,B,100.04,110
1714000018050000000,level,S,100.12,280
1714000018050000000,level,B,100.03,130
1714000018050000000,level,S,100.13,200
1714000018100000000,clear,,,
1714000018100000000,level,B,100.06,360
1714000018100000000,level,S,100.08,200
1714000018100000000,level,B,100.05,120
1714000018100000000,level,S,100.09,370
1714000018100000000,level,B,100.04,150
1714000018100000000,level,S,100.10,370
1714000018100000000,level,B,100.03,320
1714000018100000000,level,S,100.11,340
1714000018100000000,level,B,100.02,170
1714000018100000000,level,S,100.12,280
1714000018150000000,trade,S,100.06,50
1714000018200000000,trade,B,100.08,10
1714000018250000000,trade,B,100.08,20
1714000018300000000,trade,S,100.06,40
1714000018350000000,clear,,,
1714000018350000000,level,B,100.05,230
1714000018350000000,level,S,100.07,280
1714000018350000000,level,B,100.04,290
1714000018350000000,level,S,100.08,220
1714000018350000000,level,B,100.03,330
1714000018350000000,level,S,100.09,290
1714000018350000000,level,B,100.02,330
1714000018350000000,level,S,100.10,40
1714000018350000000,level,B,100.01,140
1714000018350000000,level,S,100.11,280
1714000018400000000,trade,B,100.07,90
1714000018450000000,clear,,,
1714000018450000000,level,B,100.04,160
1714000018450000000,level,S,100.06,350
1714000018450000000,level,B,100.03,170
1714000018450000000,level,S,100.07,160
1714000018450000000,level,B,100.02,40
1714000018450000000,level,S,100.08,110
1714000018450000000,level,B,100.01,230
1714000018450000000,level,S,100.09,230
1714000018450000000,level,B,100.00,270
1714000018450000000,level,S,100.10,60
1714000018500000000,clear,,,
1714000018500000000,level,B,100.05,90
1714000018500000000,level,S,100.07,90
1714000018500000000,level,B,100.04,320
1714000018500000000,level,S,100.08,310
1714000018500000000,level,B,100.03,160
1714000018500000000,level,S,100.09,160
1714000018500000000,level,B,100.02,10
1714000018500000000,level,S,100.10,330
1714000018500000000,level,B,100.01,290
1714000018500000000,level,S,100.11,90
1714000018550000000,trade,S,100.05,30
1714000018600000000,trade,B,100.07,90
1714000018650000000,trade,B,100.07,80
1714000018700000000,trade,S,100.05,50
1714000018750000000,clear,,,
1714000018750000000,level,B,100.06,140
1714000018750000000,level,S,100.08,30
1714000018750000000,level,B,100.05,40
1714000018750000000,level,S,100.09,180
1714000018750000000,level,B,100.04,200
1714000018750000000,level,S,100.10,130
1714000018750000000,level,B,100.03,80
1714000018750000000,level,S,100.11,200
1714000018750000000,level,B,100.02,290
1714000018750000000,level,S,100.12,80
1714000018800000000,clear,,,
1714000018800000000,level,B,100.07,300
1714000018800000000,level,S,100.09,370
1714000018800000000,level,B,100.06,240
1714000018800000000,level,S,100.10,190
1714000018800000000,level,B,100.05,110
1714000018800000000,level,S,100.11,360
1714000018800000000,level,B,100.04,50
1714000018800000000,level,S,100.12,30
1714000018800000000,level,B,100.03,10
1714000018800000000,level,S,100.13,300
1714000018850000000,trade,S,100.06,100
1714000018900000000,clear,,,
1714000018900000000,level,B,100.08,280
1714000018900000000,level,S,100.10,320
1714000018900000000,level,B,100.07,130
1714000018900000000,level,S,100.11,350
1714000018900000000,level,B,100.06,210
1714000018900000000,level,S,100.12,10
1714000018900000000,level,B,100.05,230
1714000018900000000,level,S,100.13,60
1714000018900000000,level,B,100.04,190
1714000018900000000,level,S,100.14,400
1714000018950000000,trade,S,100.07,10
1714000019000000000,clear,,,
1714000019000000000,level,B,100.09,100
1714000019000000000,level,S,100.11,190
1714000019000000000,level,B,100.08,240
1714000019000000000,level,S,100.12,120
1714000019000000000,level,B,100.07,340
1714000019000000000,level,S,100.13,110
1714000019000000000,level,B,100.06,70
1714000019000000000,level,S,100.14,200
1714000019000000000,level,B,100.05,400
1714000019000000000,level,S,100.15,210
1714000019050000000,trade,S,100.09,90
1714000019100000000,trade,S,100.07,100
1714000019150000000,trade,S,100.09,80
1714000019200000000,trade,B,100.11,20
1714000019250000000,clear,,,
1714000019250000000,level,B,100.08,110
1714000019250000000,level,S,100.10,90
1714000019250000000,level,B,100.07,290
1714000019250000000,level,S,100.11,260
1714000019250000000,level,B,100.06,60
1714000019250000000,level,S,100.12,30
1714000019250000000,level,B,100.05,290
1714000019250000000,level,S,100.13,310
1714000019250000000,level,B,100.04,130
1714000019250000000,level,S,100.14,140
1714000019300000000,trade,B,100.11,90
1714000019350000000,trade,S,100.06,70
1714000019400000000,trade,B,100.10,30
1714000019450000000,trade,B,100.11,100
1714000019500000000,trade,B,100.10,90
1714000019550000000,trade,B,100.10,100
1714000019600000000,clear,,,
1714000019600000000,level,B,100.07,220
1714000019600000000,level,S,100.09,390
1714000019600000000,level,B,100.06,200
1714000019600000000,level,S,100.10,370
1714000019600000000,level,B,100.05,370
1714000019600000000,level,S,100.11,270
1714000019600000000,level,B,100.04,240
1714000019600000000,level,S,100.12,310
1714000019600000000,level,B,100.03,90
1714000019600000000,level,S,100.13,200
1714000019650000000,trade,B,100.09,80
1714000019700000000,trade,B,100.09,100
1714000019750000000,trade,S,100.07,70
1714000019800000000,clear,,,
1714000019800000000,level,B,100.06,120
1714000019800000000,level,S,100.08,130
1714000019800000000,level,B,100.05,360
1714000019800000000,level,S,100.09,80
1714000019800000000,level,B,100.04,150
1714000019800000000,level,S,100.10,170
1714000019800000000,level,B,100.03,70
1714000019800000000,level,S,100.11,130
1714000019800000000,level,B,100.02,340
1714000019800000000,level,S,100.12,170
1714000019850000000,trade,B,100.08,100
1714000019900000000,trade,B,100.08,80
1714000019950000000,clear,,,
1714000019950000000,level,B,100.05,330
1714000019950000000,level,S,100.07,70
1714000019950000000,level,B,100.04,300
1714000019950000000,level,S,100.08,260
1714000019950000000,level,B,100.03,350
1714000019950000000,level,S,100.09,110
1714000019950000000,level,B,100.02,130
1714000019950000000,level,S,100.10,370
1714000019950000000,level,B,100.01,310
1714000019950000000,level,S,100.11,60
1714000020000000000,clear,,,
1714000020000000000,level,B,100.04,260
1714000020000000000,level,S,100.06,160
1714000020000000000,level,B,100.03,40
1714000020000000000,level,S,100.07,240
1714000020000000000,level,B,100.02,30
1714000020000000000,level,S,100.08,10
1714000020000000000,level,B,100.01,390
1714000020000000000,level,S,100.09,140
1714000020000000000,level,B,100.00,300
1714000020000000000,level,S,100.10,200
1714000020050000000,clear,,,
1714000020050000000,level,B,100.03,280
1714000020050000000,level,S,100.05,60
1714000020050000000,level,B,100.02,400
1714000020050000000,level,S,100.06,130
1714000020050000000,level,B,100.01,370
1714000020050000000,level,S,100.07,80
1714000020050000000,level,B,100.00,230
1714000020050000000,level,S,100.08,110
1714000020050000000,level,B,99.99,240
1714000020050000000,level,S,100.09,220
1714000020100000000,trade,B,100.05,60
1714000020150000000,trade,S,100.02,100
1714000020200000000,trade,S,100.03,20
1714000020250000000,clear,,,
1714000020250000000,level,B,100.02,170
1714000020250000000,level,S,100.04,230
1714000020250000000,level,B,100.01,130
1714000020250000000,level,S,100.05,290
1714000020250000000,level,B,100.00,20
1714000020250000000,level,S,100.06,380
1714000020250000000,level,B,99.99,290
1714000020250000000,level,S,100.07,80
1714000020250000000,level,B,99.98,20
1714000020250000000,level,S,100.08,320
1714000020300000000,clear,,,
1714000020300000000,level,B,100.03,120
1714000020300000000,level,S,100.05,100
1714000020300000000,level,B,100.02,360
1714000020300000000,level,S,100.06,190
1714000020300000000,level,B,100.01,250
1714000020300000000,level,S,100.07,100
1714000020300000000,level,B,100.00,380
1714000020300000000,level,S,100.08,170
1714000020300000000,level,B,99.99,350
1714000020300000000,level,S,100.09,180
1714000020350000000,trade,B,100.06,80
1714000020400000000,trade,B,100.06,30
1714000020450000000,trade,S,100.03,80
1714000020500000000,trade,B,100.05,50
1714000020550000000,trade,B,100.06,80
1714000020600000000,trade,S,100.03,10
1714000020650000000,trade,S,100.02,80
1714000020700000000,trade,B,100.05,30
1714000020750000000,clear,,,
1714000020750000000,level,B,100.04,50
1714000020750000000,level,S,100.06,330
1714000020750000000,level,B,100.03,170
1714000020750000000,level,S,100.07,230
1714000020750000000,level,B,100.02,370
1714000020750000000,level,S,100.08,370
1714000020750000000,level,B,100.01,340
1714000020750000000,level,S,100.09,380
1714000020750000000,level,B,100.00,90
1714000020750000000,level,S,100.10,30
1714000020800000000,trade,B,100.06,100
1714000020850000000,trade,S,100.04,40
1714000020900000000,trade,B,100.06,60
1714000020950000000,trade,B,100.06,70
1714000021000000000,trade,S,100.04,80
1714000021050000000,trade,B,100.06,30
1714000021100000000,clear,,,
1714000021100000000,level,B,100.03,300
1714000021100000000,level,S,100.05,260
1714000021100000000,level,B,100.02,290
1714000021100000000,level,S,100.06,260
1714000021100000000,level,B,100.01,370
1714000021100000000,level,S,100.07,200
1714000021100000000,level,B,100.00,110
1714000021100000000,level,S,100.08,380
1714000021100000000,level,B,99.99,50
1714000021100000000,level,S,100.09,100
1714000021150000000,trade,S,100.03,60
1714000021200000000,clear,,,
1714000021200000000,level,B,100.02,380
1714000021200000000,level,S,100.04,60
1714000021200000000,level,B,100.01,380
1714000021200000000,level,S,100.05,120
1714000021200000000,level,B,100.00,200
1714000021200000000,level,S,100.06,380
1714000021200000000,level,B,99.99,230
1714000021200000000,level,S,100.07,300
1714000021200000000,level,B,99.98,230
1714000021200000000,level,S,100.08,280
1714000021250000000,trade,B,100.04,30
1714000021300000000,clear,,,
1714000021300000000,level,B,100.03,350
1714000021300000000,level,S,100.05,20
1714000021300000000,level,B,100.02,110
1714000021300000000,level,S,100.06,180
1714000021300000000,level,B,100.01,160
1714000021300000000,level,S,100.07,20
1714000021300000000,level,B,100.00,140
1714000021300000000,level,S,100.08,40
1714000021300000000,level,B,99.99,260
1714000021300000000,level,S,100.09,290
1714000021350000000,clear,,,
1714000021350000000,level,B,100.04,330
1714000021350000000,level,S,100.06,70
1714000021350000000,level,B,100.03,130
1714000021350000000,level,S,100.07,160
1714000021350000000,level,B,100.02,40
1714000021350000000,level,S,100.08,90
1714000021350000000,level,B,100.01,390
1714000021350000000,level,S,100.09,40
1714000021350000000,level,B,100.00,60
1714000021350000000,level,S,100.10,50
1714000021400000000,trade,S,100.03,50
1714000021450000000,trade,B,100.06,40
1714000021500000000,trade,B,100.06,60
1714000021550000000,clear,,,
1714000021550000000,level,B,100.05,30
1714000021550000000,level,S,100.07,60
1714000021550000000,level,B,100.04,400
1714000021550000000,level,S,100.08,220
1714000021550000000,level,B,100.03,320
1714000021550000000,level,S,100.09,390
1714000021550000000,level,B,100.02,260
1714000021550000000,level,S,100.10,170
1714000021550000000,level,B,100.01,300
1714000021550000000,level,S,100.11,10
1714000021600000000,clear,,,
1714000021600000000,level,B,100.06,370
1714000021600000000,level,S,100.08,210
1714000021600000000,level,B,100.05,40
1714000021600000000,level,S,100.09,270
1714000021600000000,level,B,100.04,400
1714000021600000000,level,S,100.10,220
1714000021600000000,level,B,100.03,110
1714000021600000000,level,S,100.11,60
1714000021600000000,level,B,100.02,20
1714000021600000000,level,S,100.12,100
1714000021650000000,clear,,,
1714000021650000000,level,B,100.05,230
1714000021650000000,level,S,100.07,240
1714000021650000000,level,B,100.04,280
1714000021650000000,level,S,100.08,230
1714000021650000000,level,B,100.03,350
1714000021650000000,level,S,100.09,380
1714000021650000000,level,B,100.02,360
1714000021650000000,level,S,100.10,100
1714000021650000000,level,B,100.01,390
1714000021650000000,level,S,100.11,370
1714000021700000000,trade,S,100.05,10
1714000021750000000,trade,S,100.05,80
1714000021800000000,trade,S,100.05,30
1714000021850000000,clear,,,
1714000021850000000,level,B,100.06,70
1714000021850000000,level,S,100.08,240
1714000021850000000,level,B,100.05,100
1714000021850000000,level,S,100.09,150
1714000021850000000,level,B,100.04,260
1714000021850000000,level,S,100.10,60
1714000021850000000,level,B,100.03,20
1714000021850000000,level,S,100.11,400
1714000021850000000,level,B,100.02,90
1714000021850000000,level,S,100.12,80
1714000021900000000,clear,,,
1714000021900000000,level,B,100.05,360
1714000021900000000,level,S,100.07,120
1714000021900000000,level,B,100.04,170
1714000021900000000,level,S,100.08,390
1714000021900000000,level,B,100.03,240
1714000021900000000,level,S,100.09,100
1714000021900000000,level,B,100.02,120
1714000021900000000,level,S,100.10,110
1714000021900000000,level,B,100.01,340
1714000021900000000,level,S,100.11,20
1714000021950000000,trade,B,100.07,40
1714000022000000000,trade,S,100.05,40
1714000022050000000,trade,B,100.08,20
1714000022100000000,trade,S,100.05,40
1714000022150000000,trade,S,100.05,40
1714000022200000000,clear,,,
1714000022200000000,level,B,100.04,170
1714000022200000000,level,S,100.06,280
1714000022200000000,level,B,100.03,160
1714000022200000000,level,S,100.07,150
1714000022200000000,level,B,100.02,230
1714000022200000000,level,S,100.08,140
1714000022200000000,level,B,100.01,210
1714000022200000000,level,S,100.09,280
1714000022200000000,level,B,100.00,180
1714000022200000000,level,S,100.10,200
1714000022250000000,trade,S,100.03,30
1714000022300000000,trade,S,100.04,50
1714000022350000000,clear,,,
1714000022350000000,level,B,100.05,10
1714000022350000000,level,S,100.07,320
1714000022350000000,level,B,100.04,160
1714000022350000000,level,S,100.08,110
1714000022350000000,level,B,100.03,210
1714000022350000000,level,S,100.09,400
1714000022350000000,level,B,100.02,390
1714000022350000000,level,S,100.10,290
1714000022350000000,level,B,100.01,140
1714000022350000000,level,S,100.11,380
1714000022400000000,clear,,,
1714000022400000000,level,B,100.04,240
1714000022400000000,level,S,100.06,30
1714000022400000000,level,B,100.03,290
1714000022400000000,level,S,100.07,120
1714000022400000000,level,B,100.02,280
1714000022400000000,level,S,100.08,90
1714000022400000000,level,B,100.01,200
1714000022400000000,level,S,100.09,20
1714000022400000000,level,B,100.00,80
1714000022400000000,level,S,100.10,100
1714000022450000000,trade,B,100.07,90
1714000022500000000,trade,B,100.06,70
1714000022550000000,clear,,,
1714000022550000000,level,B,100.05,260
1714000022550000000,level,S,100.07,220
1714000022550000000,level,B,100.04,30
1714000022550000000,level,S,100.08,380
1714000022550000000,level,B,100.03,160
1714000022550000000,level,S,100.09,130
1714000022550000000,level,B,100.02,10
1714000022550000000,level,S,100.10,30
1714000022550000000,level,B,100.01,90
1714000022550000000,level,S,100.11,330
1714000022600000000,trade,S,100.05,10
1714000022650000000,trade,S,100.04,80
1714000022700000000,trade,S,100.04,90
1714000022750000000,clear,,,
1714000022750000000,level,B,100.04,340
1714000022750000000,level,S,100.06,230
1714000022750000000,level,B,100.03,320
1714000022750000000,level,S,100.07,50
1714000022750000000,level,B,100.02,230
1714000022750000000,level,S,100.08,140
1714000022750000000,level,B,100.01,150
1714000022750000000,level,S,100.09,50
1714000022750000000,level,B,100.00,180
1714000022750000000,level,S,100.10,120
1714000022800000000,clear,,,
1714000022800000000,level,B,100.05,50
1714000022800000000,level,S,100.07,30
1714000022800000000,level,B,100.04,130
1714000022800000000,level,S,100.08,330
1714000022800000000,level,B,100.03,40
1714000022800000000,level,S,100.09,270
1714000022800000000,level,B,100.02,360
1714000022800000000,level,S,100.10,240
1714000022800000000,level,B,100.01,180
1714000022800000000,level,S,100.11,10
1714000022850000000,trade,B,100.07,90
1714000022900000000,trade,S,100.05,50
1714000022950000000,trade,S,100.05,30
1714000023000000000,trade,S,100.05,10
1714000023050000000,clear,,,
1714000023050000000,level,B,100.06,400
1714000023050000000,level,S,100.08,250
1714000023050000000,level,B,100.05,160
1714000023050000000,level,S,100.09,130
1714000023050000000,level,B,100.04,80
1714000023050000000,level,S,100.10,60
1714000023050000000,level,B,100.03,400
1714000023050000000,level,S,100.11,30
1714000023050000000,level,B,100.02,40
1714000023050000000,level,S,100.12,260
1714000023100000000,trade,S,100.06,60
1714000023150000000,trade,B,100.08,80
1714000023200000000,trade,S,100.05,70
1714000023250000000,trade,B,100.08,100
1714000023300000000,trade,S,100.05,40
1714000023350000000,trade,S,100.06,60
1714000023400000000,trade,S,100.06,20
1714000023450000000,trade,S,100.06,60
1714000023500000000,clear,,,
1714000023500000000,level,B,100.05,100
1714000023500000000,level,S,100.07,300
1714000023500000000,level,B,100.04,120
1714000023500000000,level,S,100.08,30
1714000023500000000,level,B,100.03,210
1714000023500000000,level,S,100.09,250
1714000023500000000,level,B,100.02,240
